,plc,horse,jockey,trainer,draw,gear,lbw,runningpos,time,comment,date,distance,going,raceno,venue,course,result,horse_ch,jockey_ch,trainer_ch,result_ch,comment_ch,going_ch,venue_ch,course_ch
3903,6,HASTA LA VISTA(T350),D Whyte,J Size,02,P,3-3/4L,5 5 6,1.10.96,Midfield throughout; ran on only fairly when asked late.,2015-06-19,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,喜悅再來 (T350),韋達,蔡約翰,,"全程居中, 末段騎落一般",好地,沙田,全天候賽道
3904,7,HASTA LA VISTA(T350),D Whyte,J Size,02,,4-3/4L,1 1 7,1.12.18,Urged to lead early; weakened in the straight.,2015-09-18,200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,喜悅再來 (T350),韋達,蔡約翰,,搶放兩段，直路勁平,好地,沙田,全天候賽道
3905,9,HASTA LA VISTA(T350),D Whyte,J Size,03,,7-3/4L,9 4 9,0.59.12,Quickened at 400m; flattened late.,2015-06-09,1000,GOOD,2,SHA TIN,TURF,Passed,喜悅再來 (T350),韋達,蔡約翰,及格,"四百上前, 末段勁平",好地,沙田,草地
3906,2,HASTA LA VISTA(T350),D Whyte,J Size,03,,2L,3 3 2,1.01.36,Under restraint early; made up good ground for 2nd.,2015-09-05,200,GOOD,8,HAPPY VALLEY,TURF,,喜悅再來 (T350),韋達,蔡約翰,,早段撐實，加速上前,好地,跑馬地,草地
3907,5,HASTA LA VISTA(T350),D Whyte,J Size,03,H,4-1/2L,4 4 5,1.02.35,Kept on when asked late.,2016-09-13,150,GOOD,5,SHA TIN,ALL WEATHER TRACK,,喜悅再來 (T350),韋達,蔡約翰,,拉士推騎，保持走勢,好地,沙田,全天候賽道
3908,8,HASTA LA VISTA(T350),D Whyte,J Size,04,,5-1/4L,2 2 8,1.11.90,In touch early; flattened late.,2015-07-03,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,喜悅再來 (T350),韋達,蔡約翰,,"早段唔慢, 末段勁平",好地,沙田,全天候賽道
3909,1,HASTA LA VISTA(T350),D Whyte,J Size,05,,,2 2 1,1.02.12,On-pace early; hit the line strong to score.,2015-10-13,1050,GOOD,3,SHA TIN,TURF,,喜悅再來 (T350),韋達,蔡約翰,,"前列跟跑, 加速取勝",好地,沙田,草地
3910,4,HASTA LA VISTA(T350),D Whyte,J Size,07,,3-3/4L,4 5 4,1.01.85,Up with the pace; ran on ok.,2015-10-27,300,GOOD,4,SHA TIN,ALL WEATHER TRACK,,喜悅再來 (T350),韋達,蔡約翰,,"前列跟跑, 中規中矩",好地,沙田,全天候賽道
3911,8,HASTA LA VISTA(T350),M Chadwick,J Size,03,H/B,2-1/2L,3 2 8,1.01.76,On pace under restraint; limited response when asked in the Straight.,2016-10-28,1050,GOOD,3,SHA TIN,ALL WEATHER TRACK,,喜悅再來 (T350),蔡明紹,蔡約翰,,"扣實跟前, 直路騎落一般",好地,沙田,全天候賽道
3912,9,HASTILY FEET(T259),A Suborics,W Y So,11,,3-1/4L,9 9 9,1.12.17,Under restraint early; ran on ok between runners.,2015-12-15,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,Passed,急急腳 (T259),薛寶力,蘇偉賢,及格,"早段撐實, 馬林湧上",好地,沙田,全天候賽道
3913,4,HASTILY FEET(T259),B Prebble,W Y So,07,CP,4-1/4L,6 6 4,1.11.64,Dashed well centre of track; not fully tested.,2016-01-19,1200,GOOD,9,SHA TIN,TURF,,急急腳 (T259),柏寶,蘇偉賢,,"中檔湧上, 見好即收",好地,沙田,草地
3914,8,HASTILY FEET(T259),B Prebble,W Y So,07,,5-1/4L,9 10 8,1.11.92,Under restraint early; ran on well when shifted out in the straight.,2016-03-15,200,GOOD,8,SHA TIN,TURF,,急急腳 (T259),柏寶,蘇偉賢,,"早段撐實, 直路移出, 洒開大步",好地,沙田,草地
3915,3,HASTILY FEET(T259),D Whyte,W Y So,04,,1-1/2L,8 7 3,0.57.94,Made ground steadily; came from behind to run 3rd.,2016-06-14,400,GOOD,3,SHA TIN,TURF,Passed,急急腳 (T259),韋達,蘇偉賢,及格,分段加快，後上第三,好地,沙田,草地
3916,2,HASTILY FEET(T259),D Whyte,W Y So,05,,1/2L,6 4 2,1.00.50,Made progress steadily; moved better than before.,2016-09-02,1000,GOOD,8,HAPPY VALLEY,TURF,,急急腳 (T259),韋達,蘇偉賢,,逐步追上，煥然一新,好地,跑馬地,草地
3917,5,HASTILY FEET(T259),D Whyte,W Y So,09,B,8-1/2L,11 8 5,1.01.80,Ran on fairly well when shifted out in the Straight.,2016-10-04,1000,GOOD,12,SHA TIN,TURF,Passed,急急腳 (T259),韋達,蘇偉賢,及格,"直路移出, 追勢不俗",好地,沙田,草地
3918,6,HASTILY FEET(T259),N Rawiller,W Y So,01,,5L,11 11 6,1.11.39,Taken back early; ran on strong mid track.,2015-11-03,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,急急腳 (T259),羅理雅,蘇偉賢,,"刻意拖後, 中檔撲上",好地,沙田,全天候賽道
3919,8,HASTILY FEET(T259),N Rawiller,W Y So,06,,10-1/2L,6 8 8,1.12.32,Under restraint midfield; not fully tested.,2015-09-15,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,急急腳 (T259),羅理雅,蘇偉賢,,"扣實居中, 走勢含蓄",好地,沙田,全天候賽道
3920,7,HASTILY FEET(T259),N Rawiller,W Y So,07,,2-1/4L,9 7 7,1.12.45,Caught the eye when made ground on the rail.,2015-09-29,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,急急腳 (T259),羅理雅,蘇偉賢,,沿欄追趕，表現引人,好地,沙田,全天候賽道
3921,6,HASTILY FEET(T259),Z Purton,W Y So,07,B,3L,8 8 6,1.11.78,Last to jump; made progress saving ground.,2017-04-18,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,急急腳 (T259),潘頓,蘇偉賢,,"起步最慢, 慳位追上",好地,沙田,全天候賽道
3922,6,HAY GO LUCKY(T023),C Schofield,K W Lui,07,H,2-1/4L,5 6 6,1.12.50,Ran on ok when asked late.,2015-09-15,200,GOOD,2,SHA TIN,ALL WEATHER TRACK,Passed,喜盈豐 (T023),史卓豐,呂健威,及格,"末段稍騎, 幾肯追馬",好地,沙田,全天候賽道
3923,4,HAY GO LUCKY(T023),C Schofield,K W Lui,08,,5-3/4L,6 6 4,1.13.27,Ran on fairly well when under whip at 200m.,2016-03-05,1200,GOOD,5,HAPPY VALLEY,TURF,Passed,喜盈豐 (T023),史卓豐,呂健威,及格,二百打咗一鞭，走勢不俗,好地,跑馬地,草地
3924,3,HAY GO LUCKY(T023),C Y Ho,K W Lui,04,B,3-1/4L,2 2 3,1.01.34,Under a hold in the straight; hung in and ran 3rd.,2015-12-04,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,喜盈豐 (T023),何澤堯,呂健威,,"直路扣實, 內閃仍近",好地,沙田,全天候賽道
3925,7,HAY GO LUCKY(T023),C Y Ho,K W Lui,04,,5-1/4L,2 2 7,1.11.89,On pace early; flattened in the Straight.,2017-03-24,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,喜盈豐 (T023),何澤堯,呂健威,,跟前，直路力度已減,好地,沙田,全天候賽道
3926,1,HAY GO LUCKY(T023),K K Chiong,K W Lui,03,B,,1 1 1,1.10.72,Led all the way; hit the line strong to score.,2016-03-29,1200,GOOD,3,SHA TIN,TURF,,喜盈豐 (T023),蔣嘉琦,呂健威,,貫注到底，力度增強,好地,沙田,草地
3927,3,HAY GO LUCKY(T023),K K Chiong,K W Lui,03,,3/4L,2 1 3,1.09.91,Ran on ok when made progress halfway.,2016-04-19,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,喜盈豐 (T023),蔣嘉琦,呂健威,,"中段湧一湧, 表現唔曳",好地,沙田,全天候賽道
3928,4,HAY GO LUCKY(T023),K Teetan,K W Lui,05,,2-1/4L,5 5 4,1.11.53,Under a hold to run 4th; not fully tested.,2017-03-14,200,GOOD,4,SHA TIN,TURF,Passed,喜盈豐 (T023),田泰安,呂健威,及格,按住第四，走勢含蓄,好地,沙田,草地
3929,2,HAY GO LUCKY(T023),S Clipperton,K W Lui,01,,1/2L,4 2 2,1.10.98,Tardy start; ran on for 2nd when asked late.,2016-08-23,400,GOOD,5,SHA TIN,TURF,,喜盈豐 (T023),祈普敦,呂健威,,"起步麻麻, 末段稍騎入位",好地,沙田,草地
3930,10,HAY RUN(V337),A Badel,K W Lui,02,H,12-1/2L,7 10 10,1.00.88,Jumped only fairly; weakened halfway.,2017-01-03,1000,GOOD,4,SHA TIN,TURF,Failed,喜盈運 (V337),巴度,呂健威,不及格,"起步一般, 半程乏力墮退",好地,沙田,草地
3931,6,HAY RUN(V337),K Teetan,K W Lui,01,H,2-1/4L,9 9 6,1.10.94,Niggled along throughout; made progress saving ground.,2017-05-23,1200,WET,1,SHA TIN,ALL WEATHER TRACK,,喜盈運 (V337),田泰安,呂健威,,騎足全程，慳位追趕,濕地,沙田,全天候賽道
3932,1,HAY RUN(V337),K Teetan,K W Lui,04,H,,7 6 1,1.11.49,Made progress steadily to score when asked at 300m.,2017-04-25,800,GOOD,7,SHA TIN,TURF,,喜盈運 (V337),田泰安,呂健威,,"三百考驗, 逐步上前",好地,沙田,草地
3933,3,HAY RUN(V337),M L Yeung,K W Lui,06,H,3-1/4L,10 7 3,1.10.79,Quickened for 3rd when under whip at 200m.,2017-02-07,300,GOOD,9,SHA TIN,TURF,Passed,喜盈運 (V337),楊明綸,呂健威,及格,"二百開鞭, 加速上前",好地,沙田,草地
3934,2,HAYMAKER(T054),C Schofield,K W Lui,04,H/SR,Head,3 2 2,1.15.52,Under restraint early; ran on for 2nd when asked late.,2015-11-27,1200,GOOD,6,HAPPY VALLEY,TURF,,喜盈盈 (T054),史卓豐,呂健威,,早段按實，拉士考驗第二,好地,跑馬地,草地
3935,6,HAYMAKER(T054),C Schofield,K W Lui,08,H/SR,3-3/4L,10 7 6,1.01.71,Ran on ok when asked late.,2015-09-11,1200,GOOD,4,SHA TIN,ALL WEATHER TRACK,,喜盈盈 (T054),史卓豐,呂健威,,"末段推騎, 幾肯追馬",好地,沙田,全天候賽道
3936,4,HAYMAKER(T054),H N Wong,K W Lui,01,B,12L,5 6 4,1.12.71,Slightly slow to begin; blocked at 800m; ran on ordinary.,2017-07-07,200,WET,2,SHA TIN,ALL WEATHER TRACK,,喜盈盈 (T054),黃皓楠,呂健威,,"起步稍慢, 八百受阻, 走勢平常",濕地,沙田,全天候賽道
3937,1,HAYMAKER(T054),K K Chiong,K W Lui,01,,,5 3 1,1.13.71,Prominent; came from behind to score.,2016-05-28,1200,GOOD,5,HAPPY VALLEY,TURF,,喜盈盈 (T054),蔣嘉琦,呂健威,,前後俱備，後上取勝,好地,跑馬地,草地
3938,1,HAYMAKER(T054),K Teetan,K W Lui,01,H/SR,,3 4 1,1.13.26,Under restraint early; dashed on well to score when asked at 200m.,2017-03-04,1200,GOOD,4,HAPPY VALLEY,TURF,,喜盈盈 (T054),田泰安,呂健威,,早段捉實，二百考驗撲上,好地,跑馬地,草地
3939,7,HEALTH WISE(P219),C Schofield,D E Ferraris,01,,6L,4 3 7,1.13.22,Under restraint along rail; ran on ordinary when asked in the Straight.,2016-06-24,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,Passed,健康真知 (P219),史卓豐,霍利時,及格,沿欄按實，直路騎落一般,好地,沙田,全天候賽道
3940,6,HEALTH WISE(P219),D Whyte,D E Ferraris,05,,5-1/2L,4 4 6,1.12.54,Not quickened when asked at 200m.,2015-09-08,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,健康真知 (P219),韋達,霍利時,,"二百推騎, 無加速力",好地,沙田,全天候賽道
3941,8,HEALTH WISE(P219),H N Wong,D E Ferraris,09,,7L,7 7 8,1.14.16,Rearward early; ran on ordinary.,2015-12-18,1200,GOOD,3,HAPPY VALLEY,TURF,,健康真知 (P219),黃皓楠,霍利時,,落後跟跑，走勢平常,好地,跑馬地,草地
3942,10,HEALTH WISE(P219),O Bosson,D Cruz,04,B,14L,4 8 10,1.12.50,Flattened halfway; dropped back to rear.,2016-08-26,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,健康真知 (P219),寶遜,告達理,,"半程洩氣, 急劇墮退",好地,沙田,全天候賽道
3943,11,HEALTHY JOYFUL(S358),,C S Shum,06,,,Withdrawn,,,2016-08-27,1000,GOOD,1,SHA TIN,TURF,,健康歡笑 (S358),,沈集成,,,好地,沙田,草地
3944,4,HEALTHY JOYFUL(S358),C Y Ho,C S Shum,07,B/H,8-1/2L,2 3 4,0.59.06,Raced under his own steam; impressive.,2016-12-13,1000,GOOD,1,SHA TIN,TURF,,健康歡笑 (S358),何澤堯,沈集成,,紋風未動，表現吸引,好地,沙田,草地
3945,3,HEALTHY JOYFUL(S358),K Teetan,P O'Sullivan,04,B,Neck,3 3 3,1.01.52,On-pace early; stayed on well.,2015-09-15,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,健康歡笑 (S358),田泰安,蘇保羅,,"跟前, 末段騎落仲有",好地,沙田,全天候賽道
3946,3,HEALTHY JOYFUL(S358),K Teetan,P O'Sullivan,07,B/H,4-1/4L,2 5 3,1.10.70,Under a hold for 3rd; not fully tested.,2015-12-29,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,健康歡笑 (S358),田泰安,蘇保羅,,按住第三，點到即止,好地,沙田,全天候賽道
3947,7,HEALTHY JOYFUL(S358),R Moore,P O'Sullivan,01,B/H,5-3/4L,5 5 7,1.11.02,Under restraint along the rail; raced under his own steam.,2016-02-05,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,,健康歡笑 (S358),莫雅,蘇保羅,,貼欄扣實，隨意跟跑,好地,沙田,全天候賽道
3948,4,HEALTHY JOYFUL(S358),T H So,P O'Sullivan,02,B/H,2-3/4L,4 5 4,1.00.99,Up with the pace early; ran on ok.,2015-11-06,1050,GOOD,4,SHA TIN,ALL WEATHER TRACK,,健康歡笑 (S358),蘇狄雄,蘇保羅,,"前列跟跑, 表現唔曳",好地,沙田,全天候賽道
3949,2,HEALTHY LUCK(A064),D Whyte,K L Man,08,,1L,2 4 2,0.59.97,Ran 2nd under a hold; impressive.,2016-11-22,1000,GOOD,3,SHA TIN,TURF,,叫關健康 (A064),韋達,文家良,,"扣實第二, 表現吸引",好地,沙田,草地
3950,2,HEALTHY LUCK(A064),D Whyte,K L Man,09,,Neck,2 3 2,0.47.89,Hanging out throughout; under a hold for 2nd.,2016-10-18,400,GOOD,6,SHA TIN,TURF,Passed,叫關健康 (A064),韋達,文家良,及格,"沿途外閃, 按住第二",好地,沙田,草地
3951,2,HEALTHY LUCK(A064),D Whyte,K L Man,11,,1/2L,1 1 2,0.58.84,Under a hold throughout; ran 2nd with something in hand.,2016-11-08,1000,GOOD,5,SHA TIN,TURF,,叫關健康 (A064),韋達,文家良,,全程拉到實，有餘未盡,好地,沙田,草地
3952,8,HEAR THE ROAR(M152),T H So,S Woods,12,,4-1/4L,12 10 8,1.13.06,Rearward early; limited progress when asked in straight.,2015-08-28,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,Passed,歡欣滿載 (M152),蘇狄雄,胡森,及格,"認真考驗, 直路稍追",好地,沙田,全天候賽道
3953,10,HEAR THE ROAR(M152),Y T Cheng,S Woods,03,B/XB,8-3/4L,10 10 10,1.12.49,Niggled along after start; made progress late.,2016-04-22,1200,GOOD,2,SHA TIN,ALL WEATHER TRACK,Passed,歡欣滿載 (M152),鄭雨滇,胡森,及格,起步已騎，末段有追勢,好地,沙田,全天候賽道
3954,10,HEART WOOD(M378),H N Wong,D E Ferraris,09,CP,6-1/2L,6 8 10,1.11.97,"Raced outside throughout, responded only fairly",2015-08-25,200,FAST,4,SHA TIN,TURF,Passed,海南花梨 (M378),黃皓楠,霍利時,及格,"全程外叠, 走勢平常",快地,沙田,草地
3955,8,HEART WOOD(M378),K K Chiong,D E Ferraris,03,CP,15L,9 8 8,1.03.94,Ran on ordinary when asked at turn.,2015-09-22,400,WET,13,SHA TIN,TURF,,海南花梨 (M378),蔣嘉琦,霍利時,,"轉彎已騎, 走勢乏力",濕地,沙田,草地
3956,4,HEARTILY WINS(P424),H W Lai,A Lee,07,,2L,7 6 4,1.11.36,Shifted out in the straight; made ground under a hold.,2015-10-20,400,GOOD,8,SHA TIN,TURF,,講心長勝 (P424),黎海榮,李易達,,"直路移出, 按住上前",好地,沙田,草地
3957,3,HEARTILY WINS(P424),R Fourie,A Lee,04,V,1L,8 8 3,1.12.12,Came from behind for 3rd; moved better than prior.,2015-09-04,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,講心長勝 (P424),霍勵賢,李易達,,"後上第三, 走勢進步",好地,沙田,全天候賽道
3958,2,HEARTLAND(M332),H N Wong,D E Ferraris,03,,8-1/4L,2 2 2,1.01.25,On-pace early; kept on well for 2nd.,2016-02-05,300,GOOD,4,SHA TIN,ALL WEATHER TRACK,,仁心仁術 (M332),黃皓楠,霍利時,,跟前第二，走勢不弱,好地,沙田,全天候賽道
3959,2,HEARTLAND(M332),K Teetan,D E Ferraris,03,B,2L,4 4 2,1.02.22,Shifted out in the straight; came from behind for 2nd.,2016-04-01,200,GOOD,3,SHA TIN,ALL WEATHER TRACK,,仁心仁術 (M332),田泰安,霍利時,,"直路移出, 後上第二",好地,沙田,全天候賽道
3960,7,HEARTLAND(M332),N Callan,D E Ferraris,01,B/H,9L,5 4 7,1.02.48,Saved ground; weakened in the straight.,2015-09-05,200,GOOD,8,HAPPY VALLEY,TURF,,仁心仁術 (M332),郭能,霍利時,,直路乏力，慳位而回,好地,跑馬地,草地
3961,4,HEARTS KEEPER(N360),H N Wong,Y S Tsui,05,B,3-1/4L,2 3 4,1.11.61,Up with the pace early; under a hold late.,2016-01-26,1200,GOOD,1,SHA TIN,ALL WEATHER TRACK,,頌友 (N360),黃皓楠,徐雨石,,前列跟跑，拉士按返,好地,沙田,全天候賽道
3962,8,HEARTS KEEPER(N360),H N Wong,Y S Tsui,09,B,11-3/4L,6 8 8,1.11.70,Restrained throughout; never tested.,2015-06-09,1600,GOOD,10,SHA TIN,TURF,,頌友 (N360),黃皓楠,徐雨石,,"全程扣實, 未受考驗",好地,沙田,草地
3963,6,HEARTS KEEPER(N360),K Teetan,D E Ferraris,08,,5-1/2L,7 7 6,1.02.43,Ran on fairly well when shifted out in the Straight.,2016-08-23,800,GOOD,6,SHA TIN,TURF,,頌友 (N360),田泰安,霍利時,,"直路移出, 追勢不弱",好地,沙田,草地
3964,3,HEARTS KEEPER(N360),M F Poon,D E Ferraris,02,,3-1/4L,2 2 3,1.13.71,On pace for 3rd; veteran still in good condition.,2017-05-09,500,GOOD,10,SHA TIN,TURF,,頌友 (N360),潘明輝,霍利時,,"跟前入位, 老馬仲有兩腳",好地,沙田,草地
3965,3,HEARTS KEEPER(N360),N Callan,D E Ferraris,04,B,2-3/4L,3 2 3,1.01.17,Ran on one-paced for 3rd when saving ground throughout.,2016-05-24,1200,GOOD,5,SHA TIN,TURF,Passed,頌友 (N360),郭能,霍利時,及格,"沿途慳位, 保持速度",好地,沙田,草地
3966,4,HEARTS KEEPER(N360),T H So,Y S Tsui,08,B,4-1/2L,5 5 4,1.03.66,Settled midfield; ran on fairly.,2015-09-02,1050,WET,2,SHA TIN,ALL WEATHER TRACK,,頌友 (N360),蘇狄雄,徐雨石,,"居中跟跑, 不過不失",濕地,沙田,全天候賽道
3967,4,HEAVENISARACEHORSE(P398),C Schofield,A Schutz,06,,2-3/4L,4 4 4,1.14.85,First to jump; settled midfield under a hold.,2015-12-18,300,GOOD,4,HAPPY VALLEY,TURF,,爪黃飛電 (P398),史卓豐,孫達志,,起步最快，拖住居中,好地,跑馬地,草地
3968,7,HEAVENISARACEHORSE(P398),G Lerena,A Schutz,02,,9L,2 3 7,1.12.15,On-pace early; weakened in the straight.,2016-03-29,1200,GOOD,3,SHA TIN,TURF,,爪黃飛電 (P398),雷景勳,孫達志,,早段唔慢，直路散晒,好地,沙田,草地
3969,6,HEAVENISARACEHORSE(P398),G Lerena,A Schutz,04,,10-1/4L,10 7 6,1.13.53,Limited response when asked.,2016-04-15,1200,WET,3,SHA TIN,ALL WEATHER TRACK,,爪黃飛電 (P398),雷景勳,孫達志,,"騎落欠勁, 走勢一般",濕地,沙田,全天候賽道
3970,5,HEAVENISARACEHORSE(P398),K Teetan,A T Millard,04,,5-1/2L,4 3 5,1.12.45,Settled worse than midfield; unimpressive.,2016-05-27,200,WET,2,SHA TIN,ALL WEATHER TRACK,,爪黃飛電 (P398),田泰安,苗禮德,,"全程跟跑, 未見佳處",濕地,沙田,全天候賽道
3971,3,HEAVENISARACEHORSE(P398),Y T Cheng,A Schutz,03,H,2-1/2L,3 5 3,1.11.31,"In touch early, no competitive opponents",2015-08-25,200,FAST,4,SHA TIN,TURF,,爪黃飛電 (P398),鄭雨滇,孫達志,,"跟前入位, 對手太弱",快地,沙田,草地
3972,5,HEAVENLY MASTERS(V006),C Y Ho,A S Cruz,01,,4-1/4L,5 5 5,1.02.22,Limited response when asked at 200m.,2015-10-23,1050,GOOD,3,SHA TIN,ALL WEATHER TRACK,,超凡入聖 (V006),何澤堯,告東尼,,"二百推騎, 未見加速",好地,沙田,全天候賽道
3973,2,HEAVENLY MASTERS(V006),K C Ng,A S Cruz,05,,2L,2 2 2,0.46.83,Ridden out for 2nd; raced greenly.,2015-09-22,1000,GOOD,7,SHA TIN,TURF,Passed,超凡入聖 (V006),吳嘉晉,告東尼,及格,騎住第二，但走勢仍嫩,好地,沙田,草地
3974,3,HEAVENLY MASTERS(V006),K C Ng,A S Cruz,10,,3-3/4L,1 1 3,0.58.90,Urged to lead early; ran on ok for 3rd.,2015-10-09,400,GOOD,5,SHA TIN,TURF,,超凡入聖 (V006),吳嘉晉,告東尼,,快放第三，表現不差,好地,沙田,草地
3975,2,HEAVENLY MASTERS(V006),M Chadwick,A S Cruz,09,B,Neck,3 1 2,0.58.29,Always in touch; ran on strongly for 2nd.,2016-05-03,1000,GOOD,4,SHA TIN,TURF,Passed,超凡入聖 (V006),蔡明紹,告東尼,及格,有前有後，力度增強,好地,沙田,草地
3976,8,HECARIM(T241),K C Leung,P O'Sullivan,06,,4-1/2L,9 8 8,0.47.16,Bit slow out; ran on only fairly.,2015-06-09,800,GOOD,7,SHA TIN,TURF,Passed,澤心君子 (T241),梁家俊,蘇保羅,及格,"起步稍慢, 走勢平常",好地,沙田,草地
3977,7,HECARIM(T241),Z Purton,P O'Sullivan,02,,6L,5 6 7,0.59.48,Under restraint throughout; ran on ordinary.,2015-10-20,800,GOOD,3,SHA TIN,TURF,,澤心君子 (T241),潘頓,蘇保羅,,全程拖住，末見佳處,好地,沙田,草地
3978,3,HECARIM(T241),Z Purton,P O'Sullivan,11,,1/2L,8 9 3,0.47.37,Ran on ok for 3rd when asked.,2015-09-22,1000,GOOD,8,SHA TIN,TURF,,澤心君子 (T241),潘頓,蘇保羅,,"稍騎入位, 表現唔曳",好地,沙田,草地
3979,9,HEHA BOY(A232),H W Lai,Y S Tsui,01,,4-3/4L,7 8 9,1.00.41,Began ordinary; unimpressive.,2017-03-07,1000,GOOD,4,SHA TIN,TURF,Failed,嘻嘻哈哈 (A232),黎海榮,徐雨石,不及格,起步一般，未見佳處,好地,沙田,草地
3980,6,HEHA BOY(A232),H W Lai,Y S Tsui,01,H,13-3/4L,6 6 6,1.00.69,Being niggled early; failed to respond.,2017-03-21,1000,GOOD,1,SHA TIN,TURF,Failed,嘻嘻哈哈 (A232),黎海榮,徐雨石,不及格,一早已騎，走勢乏力,好地,沙田,草地
3981,6,HEHA BOY(A232),H W Lai,Y S Tsui,02,H,4-1/4L,5 5 6,0.47.67,Being niggled early; weakened and dropped back.,2017-04-11,200,GOOD,7,SHA TIN,TURF,Passed,嘻嘻哈哈 (A232),黎海榮,徐雨石,及格,一早已騎，乏力墮退,好地,沙田,草地
3982,10,HEHA BOY(A232),H W Lai,Y S Tsui,06,H,9-1/2L,9 9 10,0.59.90,Being niggled along halfway; raced greenly.,2017-04-25,400,GOOD,2,SHA TIN,TURF,,嘻嘻哈哈 (A232),黎海榮,徐雨石,,半程已騎，走勢稚嫩,好地,沙田,草地
3983,1,HELEN'S CHOICE(P185),K K Chiong,K W Lui,03,,,4 3 1,1.12.06,Came home on the inside; just scored.,2015-09-22,800,WET,12,SHA TIN,TURF,,執子之手 (P185),蔣嘉琦,呂健威,,"內檔竄上, 後上險勝",濕地,沙田,草地
3984,4,HELEN'S CHOICE(P185),K K Chiong,K W Lui,03,,3L,4 8 4,0.58.85,"On pace early; midfield halfway, made progress when clear.",2016-08-27,200,GOOD,4,SHA TIN,TURF,,執子之手 (P185),蔣嘉琦,呂健威,,車前倒後，望空上前,好地,沙田,草地
3985,7,HELEN'S CHOICE(P185),K K Chiong,K W Lui,03,,3-3/4L,6 4 7,1.12.67,In traffic at turn; under a hold in the Straight.,2017-03-21,800,GOOD,9,SHA TIN,TURF,,執子之手 (P185),蔣嘉琦,呂健威,,"彎位受困, 直路按返",好地,沙田,草地
3986,3,HELEN'S CHOICE(P185),K K Chiong,K W Lui,10,,2L,9 7 3,1.11.55,Caught the eye when made ground steadily for 3rd.,2016-09-13,1200,GOOD,3,SHA TIN,ALL WEATHER TRACK,Passed,執子之手 (P185),蔣嘉琦,呂健威,及格,分段加速，表現引人,好地,沙田,全天候賽道
3987,4,HELEN'S CHOICE(P185),M L Yeung,K W Lui,06,,1-1/2L,9 7 4,1.11.48,"Taken back early, power unleashed late",2015-08-25,300,FAST,5,SHA TIN,TURF,,執子之手 (P185),楊明綸,呂健威,,"起步力留, 後上強勁",快地,沙田,草地
3988,4,HELENE CHARISMA(A129),D Whyte,J Moore,12,H,2-1/2L,10 10 10 4,1.36.64,Eased back early; made progress when asked.,2017-03-07,1000,GOOD,9,SHA TIN,TURF,,喜蓮彩星 (A129),韋達,約翰摩亞,,"早段稍留, 推騎追趕",好地,沙田,草地
3989,8,HELENE CHARISMA(A129),J Moreira,J Moore,02,H,15-1/4L,7 8 8,1.00.16,Began moderately; ran on ordinary.,2016-12-13,1000,GOOD,1,SHA TIN,TURF,Failed,喜蓮彩星 (A129),莫雷拉,約翰摩亞,不及格,起步一般，走勢平常,好地,沙田,草地
