,date,jockey,appear_cum,win_cum,top2_cum,top3_cum,win_rate,top2_rate,top3_rate
644,2015-12-19,D Whyte,206,17,44,58,0.0825242718446602,0.21359223300970873,0.2815533980582524
645,2015-12-19,G Benoist,43,3,6,10,0.06976744186046512,0.13953488372093023,0.23255813953488372
646,2015-12-19,H N Wong,167,10,23,34,0.059880239520958084,0.1377245508982036,0.20359281437125748
647,2015-12-19,H W Lai,127,8,14,18,0.06299212598425197,0.11023622047244094,0.14173228346456693
648,2015-12-19,J Moreira,222,67,94,132,0.30180180180180183,0.42342342342342343,0.5945945945945946
649,2015-12-19,K C Leung,196,9,17,40,0.04591836734693878,0.08673469387755102,0.20408163265306123
650,2015-12-19,K C Ng,97,2,5,13,0.020618556701030927,0.05154639175257732,0.13402061855670103
651,2015-12-19,K Teetan,177,21,39,54,0.11864406779661017,0.22033898305084745,0.3050847457627119
652,2015-12-19,M L Yeung,207,16,27,44,0.07729468599033816,0.13043478260869565,0.21256038647342995
653,2015-12-19,R Fourie,102,3,9,21,0.029411764705882353,0.08823529411764706,0.20588235294117646
654,2015-12-19,U Rispoli,9,0,4,6,0.0,0.4444444444444444,0.6666666666666666
655,2015-12-19,V Cheminaud,47,2,6,7,0.0425531914893617,0.1276595744680851,0.14893617021276595
656,2015-12-19,Y T Cheng,145,7,11,24,0.04827586206896552,0.07586206896551724,0.16551724137931034
657,2015-12-23,C K Tong,120,1,3,5,0.008333333333333333,0.025,0.041666666666666664
658,2015-12-23,C Y Ho,218,10,23,34,0.045871559633027525,0.10550458715596331,0.1559633027522936
659,2015-12-23,D Whyte,212,17,46,61,0.08018867924528301,0.2169811320754717,0.28773584905660377
660,2015-12-23,G Benoist,51,4,7,12,0.0784313725490196,0.13725490196078433,0.23529411764705882
661,2015-12-23,G Schofield,0,0,0,1,0.0,0.0,0.0
662,2015-12-23,H N Wong,175,10,24,35,0.05714285714285714,0.13714285714285715,0.2
663,2015-12-23,H W Lai,136,9,17,21,0.0661764705882353,0.125,0.15441176470588236
664,2015-12-23,J Moreira,231,70,98,138,0.30303030303030304,0.42424242424242425,0.5974025974025974
665,2015-12-23,K C Leung,203,9,19,42,0.04433497536945813,0.09359605911330049,0.20689655172413793
666,2015-12-23,K C Ng,105,2,5,14,0.01904761904761905,0.047619047619047616,0.13333333333333333
667,2015-12-23,M L Yeung,217,17,28,46,0.07834101382488479,0.12903225806451613,0.2119815668202765
668,2015-12-23,R Fourie,109,3,9,21,0.027522935779816515,0.08256880733944955,0.1926605504587156
669,2015-12-23,U Rispoli,19,0,4,6,0.0,0.21052631578947367,0.3157894736842105
670,2015-12-23,V Cheminaud,57,3,7,8,0.05263157894736842,0.12280701754385964,0.14035087719298245
671,2015-12-23,Y T Cheng,152,8,12,26,0.05263157894736842,0.07894736842105263,0.17105263157894737
672,2015-12-27,B Prebble,196,27,53,75,0.1377551020408163,0.27040816326530615,0.3826530612244898
673,2015-12-27,C K Tong,124,1,3,5,0.008064516129032258,0.024193548387096774,0.04032258064516129
674,2015-12-27,C Schofield,118,8,20,30,0.06779661016949153,0.1694915254237288,0.2542372881355932
675,2015-12-27,C Y Ho,226,10,24,35,0.04424778761061947,0.10619469026548672,0.15486725663716813
676,2015-12-27,D Whyte,220,17,46,61,0.07727272727272727,0.20909090909090908,0.2772727272727273
677,2015-12-27,G Benoist,59,4,7,13,0.06779661016949153,0.11864406779661017,0.22033898305084745
678,2015-12-27,G Mosse,189,21,40,60,0.1111111111111111,0.21164021164021163,0.31746031746031744
679,2015-12-27,H N Wong,181,10,24,35,0.055248618784530384,0.13259668508287292,0.19337016574585636
680,2015-12-27,H W Lai,142,9,17,21,0.06338028169014084,0.11971830985915492,0.14788732394366197
681,2015-12-27,J Moreira,239,76,106,147,0.3179916317991632,0.4435146443514644,0.6150627615062761
682,2015-12-27,K C Leung,211,10,21,44,0.04739336492890995,0.0995260663507109,0.20853080568720378
683,2015-12-27,K C Ng,111,2,5,14,0.018018018018018018,0.04504504504504504,0.12612612612612611
684,2015-12-27,M L Yeung,225,17,28,47,0.07555555555555556,0.12444444444444444,0.2088888888888889
685,2015-12-27,N Callan,204,18,39,60,0.08823529411764706,0.19117647058823528,0.29411764705882354
686,2015-12-27,R Fourie,114,3,9,21,0.02631578947368421,0.07894736842105263,0.18421052631578946
687,2015-12-27,V Cheminaud,65,3,8,9,0.046153846153846156,0.12307692307692308,0.13846153846153847
688,2015-12-27,Y T Cheng,156,8,12,26,0.05128205128205128,0.07692307692307693,0.16666666666666666
689,2015-12-27,Z Purton,202,33,61,77,0.16336633663366337,0.30198019801980197,0.3811881188118812
690,2016-01-01,B Prebble,204,28,55,77,0.13725490196078433,0.2696078431372549,0.37745098039215685
691,2016-01-01,C K Tong,128,1,3,5,0.0078125,0.0234375,0.0390625
692,2016-01-01,C Schofield,127,8,21,31,0.06299212598425197,0.16535433070866143,0.2440944881889764
693,2016-01-01,C Y Ho,232,11,25,37,0.04741379310344827,0.10775862068965517,0.15948275862068967
694,2016-01-01,D Whyte,229,17,46,62,0.07423580786026202,0.20087336244541484,0.27074235807860264
695,2016-01-01,G Benoist,68,5,9,16,0.07352941176470588,0.1323529411764706,0.23529411764705882
696,2016-01-01,G Mosse,197,22,41,62,0.1116751269035533,0.20812182741116753,0.3147208121827411
697,2016-01-01,H N Wong,188,10,24,35,0.05319148936170213,0.1276595744680851,0.18617021276595744
698,2016-01-01,H W Lai,152,10,19,25,0.06578947368421052,0.125,0.16447368421052633
699,2016-01-01,J Moreira,250,78,109,152,0.312,0.436,0.608
700,2016-01-01,K C Leung,220,10,24,47,0.045454545454545456,0.10909090909090909,0.21363636363636362
701,2016-01-01,M L Yeung,233,17,28,49,0.07296137339055794,0.12017167381974249,0.21030042918454936
702,2016-01-01,N Callan,213,19,40,62,0.0892018779342723,0.18779342723004694,0.29107981220657275
703,2016-01-01,N Rawiller,164,6,21,36,0.036585365853658534,0.12804878048780488,0.21951219512195122
704,2016-01-01,R Fourie,122,4,10,22,0.03278688524590164,0.08196721311475409,0.18032786885245902
705,2016-01-01,V Cheminaud,71,3,9,10,0.04225352112676056,0.1267605633802817,0.14084507042253522
706,2016-01-01,Y T Cheng,165,9,13,27,0.05454545454545454,0.07878787878787878,0.16363636363636364
707,2016-01-01,Z Purton,213,34,64,80,0.1596244131455399,0.3004694835680751,0.3755868544600939
708,2016-01-06,B Prebble,210,29,57,80,0.1380952380952381,0.2714285714285714,0.38095238095238093
709,2016-01-06,C K Tong,134,1,3,5,0.007462686567164179,0.022388059701492536,0.03731343283582089
710,2016-01-06,C Y Ho,242,11,25,38,0.045454545454545456,0.10330578512396695,0.15702479338842976
711,2016-01-06,D Whyte,237,17,46,63,0.07172995780590717,0.1940928270042194,0.26582278481012656
712,2016-01-06,G Benoist,74,5,9,18,0.06756756756756757,0.12162162162162163,0.24324324324324326
713,2016-01-06,H W Lai,161,10,19,25,0.062111801242236024,0.11801242236024845,0.15527950310559005
714,2016-01-06,K C Leung,231,11,25,48,0.047619047619047616,0.10822510822510822,0.2077922077922078
715,2016-01-06,K Teetan,187,22,41,56,0.11764705882352941,0.2192513368983957,0.2994652406417112
716,2016-01-06,M L Yeung,243,18,29,51,0.07407407407407407,0.11934156378600823,0.20987654320987653
717,2016-01-06,N Callan,220,20,44,66,0.09090909090909091,0.2,0.3
718,2016-01-06,N Rawiller,169,6,23,39,0.03550295857988166,0.13609467455621302,0.23076923076923078
719,2016-01-06,R Fourie,128,5,11,23,0.0390625,0.0859375,0.1796875
720,2016-01-06,V Cheminaud,76,4,10,11,0.05263157894736842,0.13157894736842105,0.14473684210526316
721,2016-01-06,Y T Cheng,172,10,14,29,0.05813953488372093,0.08139534883720931,0.1686046511627907
722,2016-01-06,Z Purton,224,34,65,81,0.15178571428571427,0.29017857142857145,0.36160714285714285
723,2016-01-09,B Prebble,216,30,58,81,0.1388888888888889,0.26851851851851855,0.375
724,2016-01-09,C K Tong,138,1,3,5,0.007246376811594203,0.021739130434782608,0.036231884057971016
725,2016-01-09,C Schofield,137,9,23,34,0.06569343065693431,0.1678832116788321,0.24817518248175183
726,2016-01-09,C Y Ho,250,12,26,39,0.048,0.104,0.156
727,2016-01-09,D Whyte,245,18,50,68,0.07346938775510205,0.20408163265306123,0.27755102040816326
728,2016-01-09,G Benoist,80,5,9,20,0.0625,0.1125,0.25
729,2016-01-09,H W Lai,167,10,19,26,0.059880239520958084,0.11377245508982035,0.15568862275449102
730,2016-01-09,K C Leung,238,12,26,51,0.05042016806722689,0.1092436974789916,0.21428571428571427
731,2016-01-09,K C Ng,117,2,5,14,0.017094017094017096,0.042735042735042736,0.11965811965811966
732,2016-01-09,K Teetan,195,22,42,57,0.11282051282051282,0.2153846153846154,0.2923076923076923
733,2016-01-09,M L Yeung,250,18,30,52,0.072,0.12,0.208
734,2016-01-09,N Callan,228,22,46,68,0.09649122807017543,0.20175438596491227,0.2982456140350877
735,2016-01-09,N Rawiller,176,8,25,42,0.045454545454545456,0.14204545454545456,0.23863636363636365
736,2016-01-09,R Fourie,132,5,11,23,0.03787878787878788,0.08333333333333333,0.17424242424242425
737,2016-01-09,S de Sousa,4,2,3,3,0.5,0.75,0.75
738,2016-01-09,V Cheminaud,81,4,11,12,0.04938271604938271,0.13580246913580246,0.14814814814814814
739,2016-01-09,Y T Cheng,177,10,15,31,0.05649717514124294,0.0847457627118644,0.1751412429378531
740,2016-01-09,Z Purton,231,34,66,83,0.1471861471861472,0.2857142857142857,0.3593073593073593
741,2016-01-13,B Prebble,222,33,61,84,0.14864864864864866,0.2747747747747748,0.3783783783783784
742,2016-01-13,C K Tong,146,1,3,5,0.00684931506849315,0.02054794520547945,0.03424657534246575
743,2016-01-13,C Schofield,147,9,25,36,0.061224489795918366,0.17006802721088435,0.24489795918367346
744,2016-01-13,C Y Ho,259,13,27,41,0.05019305019305019,0.10424710424710425,0.1583011583011583
745,2016-01-13,D Whyte,253,19,51,69,0.07509881422924901,0.2015810276679842,0.2727272727272727
746,2016-01-13,G Benoist,84,5,10,21,0.05952380952380952,0.11904761904761904,0.25
747,2016-01-13,H W Lai,177,10,20,27,0.05649717514124294,0.11299435028248588,0.15254237288135594
748,2016-01-13,K C Leung,246,12,26,52,0.04878048780487805,0.10569105691056911,0.21138211382113822
749,2016-01-13,K Teetan,203,23,43,59,0.11330049261083744,0.21182266009852216,0.29064039408866993
750,2016-01-13,M L Yeung,255,18,30,52,0.07058823529411765,0.11764705882352941,0.20392156862745098
751,2016-01-13,N Callan,236,22,46,70,0.09322033898305085,0.19491525423728814,0.2966101694915254
752,2016-01-13,N Rawiller,182,9,27,45,0.04945054945054945,0.14835164835164835,0.24725274725274726
753,2016-01-13,R Fourie,140,5,11,23,0.03571428571428571,0.07857142857142857,0.16428571428571428
754,2016-01-13,S de Sousa,14,2,5,5,0.14285714285714285,0.35714285714285715,0.35714285714285715
755,2016-01-13,V Cheminaud,86,5,13,15,0.05813953488372093,0.1511627906976744,0.1744186046511628
756,2016-01-13,Y T Cheng,187,10,15,32,0.053475935828877004,0.08021390374331551,0.1711229946524064
757,2016-01-17,B Prebble,229,33,62,85,0.14410480349344978,0.27074235807860264,0.37117903930131
758,2016-01-17,C K Tong,149,1,3,5,0.006711409395973154,0.020134228187919462,0.03355704697986577
759,2016-01-17,C Schofield,154,9,25,37,0.05844155844155844,0.16233766233766234,0.24025974025974026
760,2016-01-17,C Y Ho,266,13,27,41,0.04887218045112782,0.10150375939849623,0.15413533834586465
761,2016-01-17,D Whyte,258,20,52,70,0.07751937984496124,0.20155038759689922,0.2713178294573643
762,2016-01-17,G Benoist,89,5,10,21,0.056179775280898875,0.11235955056179775,0.23595505617977527
763,2016-01-17,G Mosse,207,22,41,62,0.10628019323671498,0.19806763285024154,0.2995169082125604
764,2016-01-17,H N Wong,197,11,25,36,0.05583756345177665,0.12690355329949238,0.18274111675126903
765,2016-01-17,H W Lai,182,10,20,27,0.054945054945054944,0.10989010989010989,0.14835164835164835
766,2016-01-17,J Moreira,261,81,114,159,0.3103448275862069,0.4367816091954023,0.6091954022988506
767,2016-01-17,K C Leung,254,12,27,53,0.047244094488188976,0.1062992125984252,0.20866141732283464
768,2016-01-17,K C Ng,118,2,5,14,0.01694915254237288,0.0423728813559322,0.11864406779661017
769,2016-01-17,K Teetan,211,24,45,61,0.11374407582938388,0.2132701421800948,0.2890995260663507
770,2016-01-17,M L Yeung,261,19,32,54,0.07279693486590039,0.12260536398467432,0.20689655172413793
771,2016-01-17,N Callan,244,23,47,72,0.0942622950819672,0.19262295081967212,0.29508196721311475
772,2016-01-17,N Rawiller,188,9,28,46,0.047872340425531915,0.14893617021276595,0.24468085106382978
773,2016-01-17,R Fourie,143,5,12,26,0.03496503496503497,0.08391608391608392,0.18181818181818182
774,2016-01-17,R Moore,11,3,8,11,0.2727272727272727,0.7272727272727273,1.0
775,2016-01-17,S de Sousa,21,3,6,6,0.14285714285714285,0.2857142857142857,0.2857142857142857
776,2016-01-17,V Cheminaud,91,6,14,16,0.06593406593406594,0.15384615384615385,0.17582417582417584
777,2016-01-17,Y T Cheng,193,10,15,33,0.05181347150259067,0.07772020725388601,0.17098445595854922
778,2016-01-20,B Prebble,237,33,62,85,0.13924050632911392,0.2616033755274262,0.35864978902953587
779,2016-01-20,C K Tong,150,1,3,5,0.006666666666666667,0.02,0.03333333333333333
780,2016-01-20,C Schofield,162,9,25,37,0.05555555555555555,0.15432098765432098,0.22839506172839505
781,2016-01-20,C Y Ho,274,13,27,41,0.04744525547445255,0.09854014598540146,0.14963503649635038
782,2016-01-20,D Whyte,265,20,53,71,0.07547169811320754,0.2,0.2679245283018868
783,2016-01-20,G Mosse,210,23,42,63,0.10952380952380952,0.2,0.3
784,2016-01-20,H N Wong,201,11,25,36,0.05472636815920398,0.12437810945273632,0.1791044776119403
785,2016-01-20,H W Lai,189,10,20,28,0.05291005291005291,0.10582010582010581,0.14814814814814814
786,2016-01-20,J Moreira,271,83,117,164,0.3062730627306273,0.4317343173431734,0.6051660516605166
787,2016-01-20,K C Leung,259,13,28,54,0.05019305019305019,0.10810810810810811,0.2084942084942085
788,2016-01-20,K C Ng,123,2,5,14,0.016260162601626018,0.04065040650406504,0.11382113821138211
789,2016-01-20,K Teetan,220,24,47,63,0.10909090909090909,0.21363636363636362,0.2863636363636364
790,2016-01-20,M L Yeung,270,20,33,56,0.07407407407407407,0.12222222222222222,0.2074074074074074
791,2016-01-20,N Callan,251,23,48,75,0.09163346613545817,0.19123505976095617,0.29880478087649404
792,2016-01-20,N Rawiller,191,9,28,46,0.04712041884816754,0.14659685863874344,0.24083769633507854
793,2016-01-20,R Fourie,151,6,14,28,0.039735099337748346,0.09271523178807947,0.18543046357615894
794,2016-01-20,R Moore,19,4,10,14,0.21052631578947367,0.5263157894736842,0.7368421052631579
795,2016-01-20,S de Sousa,28,4,8,9,0.14285714285714285,0.2857142857142857,0.32142857142857145
796,2016-01-20,Y T Cheng,199,10,15,33,0.05025125628140704,0.07537688442211055,0.1658291457286432
797,2016-01-24,B Prebble,243,33,62,85,0.13580246913580246,0.2551440329218107,0.3497942386831276
798,2016-01-24,C K Tong,152,1,3,5,0.006578947368421052,0.019736842105263157,0.03289473684210526
799,2016-01-24,C Schofield,166,10,26,38,0.060240963855421686,0.1566265060240964,0.2289156626506024
800,2016-01-24,C Y Ho,279,13,28,43,0.04659498207885305,0.1003584229390681,0.15412186379928317
801,2016-01-24,D Whyte,270,20,54,73,0.07407407407407407,0.2,0.27037037037037037
802,2016-01-24,G Mosse,216,23,42,65,0.10648148148148148,0.19444444444444445,0.30092592592592593
803,2016-01-24,H Bowman,14,2,3,4,0.14285714285714285,0.21428571428571427,0.2857142857142857
804,2016-01-24,H N Wong,205,11,25,36,0.05365853658536585,0.12195121951219512,0.17560975609756097
805,2016-01-24,H W Lai,193,10,21,29,0.05181347150259067,0.10880829015544041,0.15025906735751296
806,2016-01-24,J Moreira,279,83,119,168,0.2974910394265233,0.4265232974910394,0.6021505376344086
807,2016-01-24,K C Leung,265,13,28,55,0.04905660377358491,0.10566037735849057,0.20754716981132076
808,2016-01-24,K C Ng,126,3,6,15,0.023809523809523808,0.047619047619047616,0.11904761904761904
809,2016-01-24,K Teetan,224,24,48,65,0.10714285714285714,0.21428571428571427,0.29017857142857145
810,2016-01-24,M L Yeung,275,20,33,56,0.07272727272727272,0.12,0.20363636363636364
811,2016-01-24,N Callan,258,25,50,77,0.09689922480620156,0.1937984496124031,0.29844961240310075
812,2016-01-24,N Rawiller,195,9,29,48,0.046153846153846156,0.14871794871794872,0.24615384615384617
813,2016-01-24,R Fourie,155,6,14,28,0.03870967741935484,0.09032258064516129,0.18064516129032257
814,2016-01-24,R Moore,26,5,12,17,0.19230769230769232,0.46153846153846156,0.6538461538461539
815,2016-01-24,S de Sousa,34,6,10,11,0.17647058823529413,0.29411764705882354,0.3235294117647059
816,2016-01-24,Y T Cheng,204,10,17,36,0.049019607843137254,0.08333333333333333,0.17647058823529413
817,2016-01-24,Z Purton,240,37,69,86,0.15416666666666667,0.2875,0.35833333333333334
818,2016-01-31,B Prebble,251,33,62,85,0.13147410358565736,0.24701195219123506,0.3386454183266932
819,2016-01-31,C K Tong,155,1,3,5,0.0064516129032258064,0.01935483870967742,0.03225806451612903
820,2016-01-31,C Schofield,176,10,27,39,0.056818181818181816,0.1534090909090909,0.2215909090909091
821,2016-01-31,C Soumillon,5,2,5,6,0.4,1.0,1.2
822,2016-01-31,C Williams,5,1,2,2,0.2,0.4,0.4
823,2016-01-31,C Y Ho,283,14,29,44,0.04946996466431095,0.10247349823321555,0.15547703180212014
824,2016-01-31,D Whyte,276,20,55,74,0.07246376811594203,0.19927536231884058,0.26811594202898553
825,2016-01-31,G Mosse,221,23,42,65,0.10407239819004525,0.19004524886877827,0.29411764705882354
826,2016-01-31,H Bowman,16,2,3,5,0.125,0.1875,0.3125
827,2016-01-31,H N Wong,210,11,25,36,0.05238095238095238,0.11904761904761904,0.17142857142857143
828,2016-01-31,H W Lai,199,10,21,29,0.05025125628140704,0.10552763819095477,0.1457286432160804
829,2016-01-31,J Moreira,290,86,123,176,0.296551724137931,0.4241379310344828,0.6068965517241379
830,2016-01-31,K C Leung,273,13,28,55,0.047619047619047616,0.10256410256410256,0.20146520146520147
831,2016-01-31,K C Ng,132,3,6,15,0.022727272727272728,0.045454545454545456,0.11363636363636363
832,2016-01-31,K Teetan,232,25,49,66,0.10775862068965517,0.21120689655172414,0.28448275862068967
833,2016-01-31,M L Yeung,284,20,33,56,0.07042253521126761,0.11619718309859155,0.19718309859154928
834,2016-01-31,N Callan,266,25,50,80,0.09398496240601503,0.18796992481203006,0.3007518796992481
835,2016-01-31,N Rawiller,200,9,29,49,0.045,0.145,0.245
836,2016-01-31,R Fourie,160,6,14,29,0.0375,0.0875,0.18125
837,2016-01-31,R Moore,34,6,13,18,0.17647058823529413,0.38235294117647056,0.5294117647058824
838,2016-01-31,S de Sousa,43,8,14,16,0.18604651162790697,0.32558139534883723,0.37209302325581395
839,2016-01-31,Y T Cheng,213,10,17,36,0.046948356807511735,0.07981220657276995,0.16901408450704225
840,2016-01-31,Z Purton,251,39,76,93,0.1553784860557769,0.30278884462151395,0.3705179282868526
841,2016-02-03,B Prebble,257,33,62,86,0.12840466926070038,0.24124513618677043,0.3346303501945525
842,2016-02-03,C K Tong,157,1,3,5,0.006369426751592357,0.01910828025477707,0.03184713375796178
843,2016-02-03,C Y Ho,290,14,29,44,0.04827586206896552,0.1,0.15172413793103448
844,2016-02-03,D Whyte,280,20,55,74,0.07142857142857142,0.19642857142857142,0.2642857142857143
845,2016-02-03,G Mosse,230,23,45,68,0.1,0.1956521739130435,0.2956521739130435
846,2016-02-03,H N Wong,213,11,25,37,0.051643192488262914,0.11737089201877934,0.17370892018779344
847,2016-02-03,H W Lai,207,10,21,29,0.04830917874396135,0.10144927536231885,0.14009661835748793
848,2016-02-03,K C Leung,279,14,30,60,0.05017921146953405,0.10752688172043011,0.21505376344086022
849,2016-02-03,K C Ng,138,3,6,15,0.021739130434782608,0.043478260869565216,0.10869565217391304
850,2016-02-03,K Teetan,243,27,52,69,0.1111111111111111,0.2139917695473251,0.2839506172839506
851,2016-02-03,M L Yeung,291,20,33,57,0.06872852233676977,0.1134020618556701,0.1958762886597938
852,2016-02-03,N Callan,277,25,52,82,0.09025270758122744,0.18772563176895307,0.296028880866426
853,2016-02-03,N Rawiller,205,10,30,51,0.04878048780487805,0.14634146341463414,0.24878048780487805
854,2016-02-03,R Moore,41,8,16,22,0.1951219512195122,0.3902439024390244,0.5365853658536586
855,2016-02-03,S de Sousa,54,10,16,19,0.18518518518518517,0.2962962962962963,0.35185185185185186
856,2016-02-03,Y T Cheng,216,11,18,37,0.05092592592592592,0.08333333333333333,0.1712962962962963
857,2016-02-03,Z Purton,261,39,77,94,0.14942528735632185,0.2950191570881226,0.36015325670498083
858,2016-02-06,B Prebble,261,35,64,88,0.13409961685823754,0.24521072796934865,0.3371647509578544
859,2016-02-06,C Brown,0,0,0,1,0.0,0.0,0.0
860,2016-02-06,C K Tong,158,1,3,5,0.006329113924050633,0.0189873417721519,0.03164556962025317
861,2016-02-06,C Y Ho,297,14,29,45,0.04713804713804714,0.09764309764309764,0.15151515151515152
862,2016-02-06,D Whyte,282,21,56,75,0.07446808510638298,0.19858156028368795,0.26595744680851063
863,2016-02-06,G Mosse,238,23,46,69,0.09663865546218488,0.19327731092436976,0.28991596638655465
864,2016-02-06,H N Wong,219,11,25,37,0.0502283105022831,0.1141552511415525,0.1689497716894977
865,2016-02-06,H W Lai,215,10,21,29,0.046511627906976744,0.09767441860465116,0.13488372093023257
866,2016-02-06,K C Leung,288,15,32,63,0.052083333333333336,0.1111111111111111,0.21875
867,2016-02-06,K C Ng,140,3,7,16,0.02142857142857143,0.05,0.11428571428571428
868,2016-02-06,K Teetan,251,27,53,72,0.10756972111553785,0.21115537848605578,0.2868525896414343
869,2016-02-06,M L Yeung,299,21,35,59,0.07023411371237458,0.11705685618729098,0.19732441471571907
870,2016-02-06,N Callan,285,25,53,84,0.08771929824561403,0.18596491228070175,0.29473684210526313
871,2016-02-06,N Rawiller,208,10,31,54,0.04807692307692308,0.14903846153846154,0.25961538461538464
872,2016-02-06,R Moore,49,10,21,27,0.20408163265306123,0.42857142857142855,0.5510204081632653
873,2016-02-06,S de Sousa,63,11,17,20,0.1746031746031746,0.2698412698412698,0.31746031746031744
874,2016-02-06,Y T Cheng,222,11,18,38,0.04954954954954955,0.08108108108108109,0.17117117117117117
875,2016-02-06,Z Purton,269,41,79,97,0.1524163568773234,0.2936802973977695,0.36059479553903345
876,2016-02-14,B Prebble,267,36,66,91,0.1348314606741573,0.24719101123595505,0.3408239700374532
877,2016-02-14,C K Tong,162,1,3,5,0.006172839506172839,0.018518518518518517,0.030864197530864196
878,2016-02-14,C Schofield,178,11,28,40,0.06179775280898876,0.15730337078651685,0.2247191011235955
879,2016-02-14,C Y Ho,307,14,29,46,0.04560260586319218,0.09446254071661238,0.1498371335504886
880,2016-02-14,D Whyte,289,21,56,76,0.0726643598615917,0.19377162629757785,0.2629757785467128
881,2016-02-14,G Mosse,246,23,47,70,0.09349593495934959,0.1910569105691057,0.2845528455284553
882,2016-02-14,G Schofield,2,1,3,4,0.5,1.5,2.0
883,2016-02-14,H N Wong,226,11,25,37,0.048672566371681415,0.11061946902654868,0.16371681415929204
884,2016-02-14,H W Lai,222,10,22,30,0.04504504504504504,0.0990990990990991,0.13513513513513514
885,2016-02-14,J Moreira,301,88,126,182,0.292358803986711,0.4186046511627907,0.6046511627906976
886,2016-02-14,K C Ng,144,3,7,17,0.020833333333333332,0.04861111111111111,0.11805555555555555
887,2016-02-14,K Teetan,260,27,53,73,0.10384615384615385,0.20384615384615384,0.28076923076923077
888,2016-02-14,M L Yeung,307,21,37,61,0.06840390879478828,0.12052117263843648,0.1986970684039088
889,2016-02-14,N Rawiller,214,11,33,57,0.0514018691588785,0.1542056074766355,0.26635514018691586
890,2016-02-14,R Moore,59,11,23,30,0.1864406779661017,0.3898305084745763,0.5084745762711864
891,2016-02-14,S de Sousa,73,13,19,22,0.1780821917808219,0.2602739726027397,0.3013698630136986
892,2016-02-14,Y T Cheng,230,12,19,39,0.05217391304347826,0.08260869565217391,0.16956521739130434
893,2016-02-17,B Prebble,277,36,67,92,0.1299638989169675,0.24187725631768953,0.33212996389891697
894,2016-02-17,C K Tong,165,1,3,5,0.006060606060606061,0.01818181818181818,0.030303030303030304
895,2016-02-17,C Schofield,188,11,28,41,0.05851063829787234,0.14893617021276595,0.21808510638297873
896,2016-02-17,C Y Ho,314,15,30,48,0.04777070063694268,0.09554140127388536,0.15286624203821655
897,2016-02-17,D Whyte,294,21,56,76,0.07142857142857142,0.19047619047619047,0.2585034013605442
898,2016-02-17,G Mosse,255,25,49,73,0.09803921568627451,0.19215686274509805,0.28627450980392155
899,2016-02-17,H N Wong,230,11,25,37,0.04782608695652174,0.10869565217391304,0.1608695652173913
900,2016-02-17,H W Lai,231,10,22,30,0.04329004329004329,0.09523809523809523,0.12987012987012986
901,2016-02-17,J Moreira,311,89,129,185,0.2861736334405145,0.41479099678456594,0.594855305466238
902,2016-02-17,K C Ng,149,4,8,18,0.026845637583892617,0.053691275167785234,0.12080536912751678
903,2016-02-17,K Teetan,270,27,53,73,0.1,0.1962962962962963,0.27037037037037037
904,2016-02-17,M Chadwick,114,3,15,22,0.02631578947368421,0.13157894736842105,0.19298245614035087
905,2016-02-17,N Rawiller,221,12,34,59,0.05429864253393665,0.15384615384615385,0.2669683257918552
906,2016-02-17,R Moore,69,11,24,31,0.15942028985507245,0.34782608695652173,0.4492753623188406
907,2016-02-17,S de Sousa,81,13,19,23,0.16049382716049382,0.2345679012345679,0.2839506172839506
908,2016-02-17,Y T Cheng,238,12,20,40,0.05042016806722689,0.08403361344537816,0.16806722689075632
909,2016-02-24,B Prebble,280,36,67,92,0.12857142857142856,0.2392857142857143,0.32857142857142857
910,2016-02-24,C K Tong,166,1,3,5,0.006024096385542169,0.018072289156626505,0.030120481927710843
911,2016-02-24,C Schofield,193,11,28,41,0.05699481865284974,0.14507772020725387,0.21243523316062177
912,2016-02-24,C Y Ho,319,15,30,49,0.047021943573667714,0.09404388714733543,0.1536050156739812
913,2016-02-24,D Whyte,298,21,57,77,0.07046979865771812,0.1912751677852349,0.25838926174496646
914,2016-02-24,H N Wong,235,11,25,37,0.04680851063829787,0.10638297872340426,0.1574468085106383
915,2016-02-24,H W Lai,236,10,22,30,0.0423728813559322,0.09322033898305085,0.1271186440677966
916,2016-02-24,J Moreira,316,89,130,186,0.28164556962025317,0.41139240506329117,0.5886075949367089
917,2016-02-24,K C Leung,298,15,32,63,0.050335570469798654,0.10738255033557047,0.21140939597315436
918,2016-02-24,K C Ng,151,4,8,18,0.026490066225165563,0.052980132450331126,0.11920529801324503
919,2016-02-24,K Teetan,276,28,54,74,0.10144927536231885,0.1956521739130435,0.26811594202898553
920,2016-02-24,M Chadwick,118,3,15,22,0.025423728813559324,0.1271186440677966,0.1864406779661017
921,2016-02-24,M L Yeung,316,22,38,62,0.06962025316455696,0.12025316455696203,0.1962025316455696
922,2016-02-24,N Callan,293,26,54,85,0.08873720136518772,0.18430034129692832,0.2901023890784983
923,2016-02-24,N Rawiller,224,12,34,59,0.05357142857142857,0.15178571428571427,0.26339285714285715
924,2016-02-24,R Moore,75,11,24,32,0.14666666666666667,0.32,0.4266666666666667
925,2016-02-24,Z Purton,278,41,80,99,0.1474820143884892,0.28776978417266186,0.35611510791366907
926,2016-03-02,B Prebble,283,36,67,92,0.127208480565371,0.23674911660777384,0.3250883392226148
927,2016-03-02,C K Tong,168,1,3,5,0.005952380952380952,0.017857142857142856,0.02976190476190476
