,date,jockey,appear_cum,win_cum,top2_cum,top3_cum,win_rate,top2_rate,top3_rate
1482,2016-06-12,O Bosson,33,0,3,5,0.0,0.09090909090909091,0.15151515151515152
1483,2016-06-12,O Doleuze,98,4,12,25,0.04081632653061224,0.12244897959183673,0.25510204081632654
1484,2016-06-12,T H So,286,9,20,38,0.03146853146853147,0.06993006993006994,0.13286713286713286
1485,2016-06-12,Y T Cheng,341,15,27,51,0.04398826979472141,0.07917888563049853,0.1495601173020528
1486,2016-06-12,Z Purton,462,71,133,169,0.15367965367965367,0.2878787878787879,0.3658008658008658
1487,2016-06-15,B Prebble,403,46,88,124,0.1141439205955335,0.21836228287841192,0.3076923076923077
1488,2016-06-15,C Schofield,333,23,54,78,0.06906906906906907,0.16216216216216217,0.23423423423423423
1489,2016-06-15,C Y Ho,444,22,45,75,0.04954954954954955,0.10135135135135136,0.16891891891891891
1490,2016-06-15,D Whyte,433,30,83,116,0.06928406466512702,0.19168591224018475,0.2678983833718245
1491,2016-06-15,G Lerena,106,4,8,22,0.03773584905660377,0.07547169811320754,0.20754716981132076
1492,2016-06-15,H N Wong,346,18,43,56,0.05202312138728324,0.12427745664739884,0.16184971098265896
1493,2016-06-15,H W Lai,328,13,34,48,0.039634146341463415,0.10365853658536585,0.14634146341463414
1494,2016-06-15,K C Leung,452,24,46,87,0.05309734513274336,0.10176991150442478,0.19247787610619468
1495,2016-06-15,K C Ng,243,5,11,25,0.0205761316872428,0.04526748971193416,0.102880658436214
1496,2016-06-15,K K Chiong,195,25,51,68,0.1282051282051282,0.26153846153846155,0.3487179487179487
1497,2016-06-15,M Chadwick,273,8,33,47,0.029304029304029304,0.12087912087912088,0.17216117216117216
1498,2016-06-15,M L Yeung,469,33,56,92,0.07036247334754797,0.11940298507462686,0.19616204690831557
1499,2016-06-15,N Callan,440,38,73,114,0.08636363636363636,0.16590909090909092,0.2590909090909091
1500,2016-06-15,N Rawiller,337,20,56,97,0.05934718100890208,0.1661721068249258,0.2878338278931751
1501,2016-06-15,O Bosson,38,0,3,5,0.0,0.07894736842105263,0.13157894736842105
1502,2016-06-15,O Doleuze,101,4,13,27,0.039603960396039604,0.12871287128712872,0.26732673267326734
1503,2016-06-15,T H So,292,10,21,39,0.03424657534246575,0.07191780821917808,0.13356164383561644
1504,2016-06-15,Y T Cheng,342,15,27,51,0.043859649122807015,0.07894736842105263,0.14912280701754385
1505,2016-06-15,Z Purton,468,73,135,172,0.15598290598290598,0.28846153846153844,0.36752136752136755
1506,2016-06-19,B Prebble,409,46,89,126,0.11246943765281174,0.2176039119804401,0.3080684596577017
1507,2016-06-19,C K Tong,236,1,5,8,0.00423728813559322,0.0211864406779661,0.03389830508474576
1508,2016-06-19,C Schofield,339,24,55,79,0.07079646017699115,0.16224188790560473,0.23303834808259588
1509,2016-06-19,C Y Ho,450,22,45,75,0.04888888888888889,0.1,0.16666666666666666
1510,2016-06-19,D Whyte,439,30,83,118,0.0683371298405467,0.18906605922551253,0.26879271070615035
1511,2016-06-19,H N Wong,352,18,43,56,0.05113636363636364,0.12215909090909091,0.1590909090909091
1512,2016-06-19,H W Lai,332,13,34,48,0.0391566265060241,0.10240963855421686,0.14457831325301204
1513,2016-06-19,J Moreira,535,140,218,310,0.2616822429906542,0.4074766355140187,0.5794392523364486
1514,2016-06-19,K C Leung,455,24,48,89,0.05274725274725275,0.1054945054945055,0.1956043956043956
1515,2016-06-19,K C Ng,245,5,11,25,0.02040816326530612,0.044897959183673466,0.10204081632653061
1516,2016-06-19,K K Chiong,201,25,52,70,0.12437810945273632,0.25870646766169153,0.3482587064676617
1517,2016-06-19,M Chadwick,279,9,34,48,0.03225806451612903,0.12186379928315412,0.17204301075268819
1518,2016-06-19,M L Yeung,475,33,57,94,0.06947368421052631,0.12,0.19789473684210526
1519,2016-06-19,N Callan,446,38,74,116,0.08520179372197309,0.16591928251121077,0.2600896860986547
1520,2016-06-19,N Rawiller,339,21,57,98,0.061946902654867256,0.168141592920354,0.2890855457227139
1521,2016-06-19,O Bosson,42,1,4,6,0.023809523809523808,0.09523809523809523,0.14285714285714285
1522,2016-06-19,O Doleuze,104,5,14,28,0.04807692307692308,0.1346153846153846,0.2692307692307692
1523,2016-06-19,T H So,299,10,21,40,0.033444816053511704,0.07023411371237458,0.13377926421404682
1524,2016-06-19,Y T Cheng,345,15,27,51,0.043478260869565216,0.0782608695652174,0.14782608695652175
1525,2016-06-19,Z Purton,473,74,137,175,0.15644820295983086,0.28964059196617337,0.3699788583509514
1526,2016-06-22,B Prebble,416,46,90,127,0.11057692307692307,0.21634615384615385,0.30528846153846156
1527,2016-06-22,C K Tong,240,1,5,8,0.004166666666666667,0.020833333333333332,0.03333333333333333
1528,2016-06-22,C Schofield,346,24,56,82,0.06936416184971098,0.16184971098265896,0.23699421965317918
1529,2016-06-22,C Y Ho,457,22,45,76,0.04814004376367615,0.09846827133479212,0.16630196936542668
1530,2016-06-22,D Whyte,446,30,83,118,0.06726457399103139,0.1860986547085202,0.2645739910313901
1531,2016-06-22,H W Lai,335,13,34,48,0.03880597014925373,0.10149253731343283,0.14328358208955225
1532,2016-06-22,J Moreira,544,142,221,315,0.2610294117647059,0.40625,0.5790441176470589
1533,2016-06-22,K C Leung,460,24,49,90,0.05217391304347826,0.10652173913043478,0.1956521739130435
1534,2016-06-22,K C Ng,247,5,11,25,0.020242914979757085,0.044534412955465584,0.10121457489878542
1535,2016-06-22,K K Chiong,209,26,54,73,0.12440191387559808,0.2583732057416268,0.3492822966507177
1536,2016-06-22,K Teetan,458,40,77,113,0.08733624454148471,0.16812227074235808,0.24672489082969432
1537,2016-06-22,M Chadwick,285,9,34,49,0.031578947368421054,0.11929824561403508,0.17192982456140352
1538,2016-06-22,M L Yeung,482,33,57,94,0.06846473029045644,0.11825726141078838,0.1950207468879668
1539,2016-06-22,N Callan,454,38,74,116,0.08370044052863436,0.16299559471365638,0.2555066079295154
1540,2016-06-22,N Rawiller,344,22,58,99,0.06395348837209303,0.1686046511627907,0.2877906976744186
1541,2016-06-22,O Bosson,45,2,5,7,0.044444444444444446,0.1111111111111111,0.15555555555555556
1542,2016-06-22,O Doleuze,107,5,15,29,0.04672897196261682,0.14018691588785046,0.27102803738317754
1543,2016-06-22,T H So,304,10,21,40,0.03289473684210526,0.06907894736842106,0.13157894736842105
1544,2016-06-22,Y T Cheng,349,15,27,51,0.04297994269340974,0.07736389684813753,0.14613180515759314
1545,2016-06-22,Z Purton,480,76,140,178,0.15833333333333333,0.2916666666666667,0.37083333333333335
1546,2016-07-01,C K Tong,243,1,5,8,0.00411522633744856,0.0205761316872428,0.03292181069958848
1547,2016-07-01,C Y Ho,462,22,46,77,0.047619047619047616,0.09956709956709957,0.16666666666666666
1548,2016-07-01,D Whyte,450,31,84,120,0.06888888888888889,0.18666666666666668,0.26666666666666666
1549,2016-07-01,H N Wong,354,18,43,56,0.05084745762711865,0.12146892655367232,0.15819209039548024
1550,2016-07-01,H W Lai,337,14,35,50,0.04154302670623145,0.10385756676557864,0.14836795252225518
1551,2016-07-01,J Moreira,551,143,223,319,0.2595281306715064,0.4047186932849365,0.5789473684210527
1552,2016-07-01,K C Leung,464,26,51,92,0.05603448275862069,0.10991379310344827,0.19827586206896552
1553,2016-07-01,K C Ng,249,5,11,25,0.020080321285140562,0.04417670682730924,0.10040160642570281
1554,2016-07-01,K K Chiong,216,26,55,75,0.12037037037037036,0.25462962962962965,0.3472222222222222
1555,2016-07-01,K Teetan,463,40,81,117,0.08639308855291576,0.17494600431965443,0.2526997840172786
1556,2016-07-01,M Chadwick,287,10,35,50,0.03484320557491289,0.12195121951219512,0.17421602787456447
1557,2016-07-01,M L Yeung,487,33,58,95,0.06776180698151951,0.11909650924024641,0.19507186858316222
1558,2016-07-01,N Callan,457,38,75,117,0.08315098468271334,0.16411378555798686,0.25601750547045954
1559,2016-07-01,N Rawiller,346,23,59,101,0.06647398843930635,0.17052023121387283,0.29190751445086704
1560,2016-07-01,O Bosson,47,2,5,8,0.0425531914893617,0.10638297872340426,0.1702127659574468
1561,2016-07-01,O Doleuze,109,5,16,30,0.045871559633027525,0.14678899082568808,0.27522935779816515
1562,2016-07-01,T H So,309,11,22,42,0.03559870550161812,0.07119741100323625,0.13592233009708737
1563,2016-07-01,Y T Cheng,353,15,27,52,0.042492917847025496,0.0764872521246459,0.14730878186968838
1564,2016-07-01,Z Purton,486,78,142,181,0.16049382716049382,0.29218106995884774,0.3724279835390947
1565,2016-07-06,B Prebble,418,46,91,128,0.11004784688995216,0.21770334928229665,0.3062200956937799
1566,2016-07-06,C K Tong,245,1,6,9,0.004081632653061225,0.024489795918367346,0.036734693877551024
1567,2016-07-06,C Y Ho,468,24,48,79,0.05128205128205128,0.10256410256410256,0.16880341880341881
1568,2016-07-06,D Whyte,458,31,84,121,0.06768558951965066,0.18340611353711792,0.26419213973799127
1569,2016-07-06,G Lerena,111,4,9,24,0.036036036036036036,0.08108108108108109,0.21621621621621623
1570,2016-07-06,H N Wong,360,19,44,57,0.05277777777777778,0.12222222222222222,0.15833333333333333
1571,2016-07-06,H W Lai,345,14,35,50,0.04057971014492753,0.10144927536231885,0.14492753623188406
1572,2016-07-06,J Moreira,561,144,225,321,0.25668449197860965,0.40106951871657753,0.5721925133689839
1573,2016-07-06,K C Leung,473,26,51,92,0.05496828752642706,0.10782241014799154,0.1945031712473573
1574,2016-07-06,K C Ng,257,5,11,26,0.019455252918287938,0.042801556420233464,0.10116731517509728
1575,2016-07-06,K K Chiong,226,27,57,78,0.11946902654867257,0.252212389380531,0.34513274336283184
1576,2016-07-06,K Teetan,473,40,81,117,0.08456659619450317,0.17124735729386892,0.24735729386892177
1577,2016-07-06,M Chadwick,294,10,35,50,0.034013605442176874,0.11904761904761904,0.17006802721088435
1578,2016-07-06,N Callan,464,39,77,120,0.08405172413793104,0.16594827586206898,0.25862068965517243
1579,2016-07-06,N Rawiller,352,24,61,104,0.06818181818181818,0.17329545454545456,0.29545454545454547
1580,2016-07-06,O Bosson,53,3,6,9,0.05660377358490566,0.11320754716981132,0.16981132075471697
1581,2016-07-06,T H So,319,11,22,43,0.034482758620689655,0.06896551724137931,0.13479623824451412
1582,2016-07-06,Y T Cheng,355,15,28,53,0.04225352112676056,0.07887323943661972,0.14929577464788732
1583,2016-07-06,Z Purton,495,78,142,182,0.15757575757575756,0.2868686868686869,0.36767676767676766
1584,2016-09-18,B Prebble,422,46,92,129,0.10900473933649289,0.21800947867298578,0.3056872037914692
1585,2016-09-18,C Schofield,352,24,58,85,0.06818181818181818,0.16477272727272727,0.24147727272727273
1586,2016-09-18,C Y Ho,474,24,48,80,0.05063291139240506,0.10126582278481013,0.16877637130801687
1587,2016-09-18,D Whyte,463,32,85,123,0.06911447084233262,0.183585313174946,0.265658747300216
1588,2016-09-18,H N Wong,365,19,45,59,0.052054794520547946,0.1232876712328767,0.16164383561643836
1589,2016-09-18,H W Lai,348,15,36,51,0.04310344827586207,0.10344827586206896,0.14655172413793102
1590,2016-09-18,K C Leung,479,26,52,94,0.054279749478079335,0.10855949895615867,0.19624217118997914
1591,2016-09-18,K C Ng,263,5,11,26,0.019011406844106463,0.04182509505703422,0.09885931558935361
1592,2016-09-18,K K Chiong,232,28,59,80,0.1206896551724138,0.2543103448275862,0.3448275862068966
1593,2016-09-18,K Teetan,479,40,82,119,0.08350730688935282,0.17118997912317327,0.24843423799582465
1594,2016-09-18,M Chadwick,298,10,35,50,0.03355704697986577,0.1174496644295302,0.16778523489932887
1595,2016-09-18,M L Yeung,495,33,58,96,0.06666666666666667,0.11717171717171718,0.19393939393939394
1596,2016-09-18,N Callan,469,39,77,120,0.08315565031982942,0.16417910447761194,0.255863539445629
1597,2016-09-18,N Rawiller,357,25,62,106,0.0700280112044818,0.17366946778711484,0.2969187675070028
1598,2016-09-18,O Doleuze,113,6,17,31,0.05309734513274336,0.1504424778761062,0.2743362831858407
1599,2016-09-18,S Clipperton,0,0,0,1,0.0,0.0,0.0
1600,2016-09-18,T H So,324,11,22,43,0.033950617283950615,0.06790123456790123,0.13271604938271606
1601,2016-09-18,Y T Cheng,359,15,28,53,0.04178272980501393,0.07799442896935933,0.14763231197771587
1602,2016-09-18,Z Purton,499,82,148,188,0.16432865731462926,0.2965931863727455,0.37675350701402804
1603,2016-09-21,B Prebble,428,46,92,130,0.10747663551401869,0.21495327102803738,0.3037383177570093
1604,2016-09-21,C Schofield,361,25,59,86,0.06925207756232687,0.1634349030470914,0.23822714681440443
1605,2016-09-21,C Y Ho,479,24,49,81,0.05010438413361169,0.1022964509394572,0.16910229645093947
1606,2016-09-21,D Whyte,470,32,86,124,0.06808510638297872,0.1829787234042553,0.26382978723404255
1607,2016-09-21,H N Wong,372,19,45,59,0.051075268817204304,0.12096774193548387,0.1586021505376344
1608,2016-09-21,H W Lai,355,15,36,51,0.04225352112676056,0.10140845070422536,0.14366197183098592
1609,2016-09-21,K C Leung,486,26,53,96,0.053497942386831275,0.10905349794238683,0.19753086419753085
1610,2016-09-21,K C Ng,265,5,11,26,0.018867924528301886,0.04150943396226415,0.09811320754716982
1611,2016-09-21,K Teetan,486,40,83,121,0.0823045267489712,0.17078189300411523,0.24897119341563786
1612,2016-09-21,M Chadwick,303,11,36,51,0.036303630363036306,0.1188118811881188,0.16831683168316833
1613,2016-09-21,M L Yeung,502,34,59,97,0.06772908366533864,0.11752988047808766,0.19322709163346613
1614,2016-09-21,N Callan,474,39,77,120,0.08227848101265822,0.16244725738396623,0.25316455696202533
1615,2016-09-21,N Rawiller,363,29,66,111,0.07988980716253444,0.18181818181818182,0.30578512396694213
1616,2016-09-21,O Bosson,59,3,6,9,0.05084745762711865,0.1016949152542373,0.15254237288135594
1617,2016-09-21,O Doleuze,120,6,18,34,0.05,0.15,0.2833333333333333
1618,2016-09-21,S Clipperton,9,0,1,2,0.0,0.1111111111111111,0.2222222222222222
1619,2016-09-21,T H So,329,11,22,43,0.03343465045592705,0.0668693009118541,0.13069908814589665
1620,2016-09-21,Y T Cheng,362,15,28,53,0.04143646408839779,0.07734806629834254,0.1464088397790055
1621,2016-09-21,Z Purton,507,82,149,190,0.16173570019723865,0.2938856015779093,0.3747534516765286
1622,2016-09-28,B Prebble,433,46,93,131,0.10623556581986143,0.21478060046189376,0.302540415704388
1623,2016-09-28,C Schofield,367,26,60,87,0.07084468664850137,0.16348773841961853,0.23705722070844687
1624,2016-09-28,C Y Ho,483,25,51,83,0.051759834368530024,0.10559006211180125,0.17184265010351968
1625,2016-09-28,D Whyte,475,33,87,126,0.06947368421052631,0.1831578947368421,0.26526315789473687
1626,2016-09-28,H N Wong,375,19,45,60,0.050666666666666665,0.12,0.16
1627,2016-09-28,H W Lai,358,15,36,51,0.04189944134078212,0.1005586592178771,0.1424581005586592
1628,2016-09-28,J Moreira,567,145,228,325,0.25573192239858905,0.4021164021164021,0.5731922398589065
1629,2016-09-28,K C Leung,492,26,53,96,0.052845528455284556,0.10772357723577236,0.1951219512195122
1630,2016-09-28,K C Ng,266,6,12,27,0.022556390977443608,0.045112781954887216,0.10150375939849623
1631,2016-09-28,K K Chiong,240,28,59,80,0.11666666666666667,0.24583333333333332,0.3333333333333333
1632,2016-09-28,K Teetan,490,40,84,123,0.08163265306122448,0.17142857142857143,0.2510204081632653
1633,2016-09-28,M Chadwick,308,11,36,51,0.03571428571428571,0.11688311688311688,0.16558441558441558
1634,2016-09-28,M L Yeung,509,34,59,97,0.06679764243614932,0.11591355599214145,0.1905697445972495
1635,2016-09-28,N Callan,481,40,78,121,0.08316008316008316,0.16216216216216217,0.2515592515592516
1636,2016-09-28,N Rawiller,369,29,66,111,0.07859078590785908,0.17886178861788618,0.3008130081300813
1637,2016-09-28,O Bosson,61,3,6,10,0.04918032786885246,0.09836065573770492,0.16393442622950818
1638,2016-09-28,O Doleuze,123,6,18,35,0.04878048780487805,0.14634146341463414,0.2845528455284553
1639,2016-09-28,S Clipperton,11,0,1,2,0.0,0.09090909090909091,0.18181818181818182
1640,2016-09-28,T H So,335,11,22,43,0.03283582089552239,0.06567164179104477,0.12835820895522387
1641,2016-09-28,Z Purton,512,82,150,191,0.16015625,0.29296875,0.373046875
1642,2016-10-01,B Prebble,436,46,94,132,0.10550458715596331,0.21559633027522937,0.30275229357798167
1643,2016-10-01,C Schofield,369,26,61,89,0.07046070460704607,0.16531165311653118,0.24119241192411925
1644,2016-10-01,C Y Ho,485,25,51,83,0.05154639175257732,0.10515463917525773,0.1711340206185567
1645,2016-10-01,D Whyte,480,33,87,128,0.06875,0.18125,0.26666666666666666
1646,2016-10-01,H N Wong,379,20,46,61,0.052770448548812667,0.12137203166226913,0.16094986807387862
1647,2016-10-01,H W Lai,362,15,36,51,0.04143646408839779,0.09944751381215469,0.1408839779005525
1648,2016-10-01,J Moreira,573,147,231,329,0.25654450261780104,0.4031413612565445,0.5741710296684118
1649,2016-10-01,K C Leung,495,26,53,96,0.052525252525252523,0.10707070707070707,0.19393939393939394
1650,2016-10-01,K C Ng,268,6,12,27,0.022388059701492536,0.04477611940298507,0.10074626865671642
1651,2016-10-01,K K Chiong,244,29,60,81,0.11885245901639344,0.2459016393442623,0.3319672131147541
1652,2016-10-01,K Teetan,495,40,84,124,0.08080808080808081,0.1696969696969697,0.2505050505050505
1653,2016-10-01,M Chadwick,310,11,36,52,0.035483870967741936,0.11612903225806452,0.16774193548387098
1654,2016-10-01,M L Yeung,513,34,60,99,0.06627680311890838,0.11695906432748537,0.19298245614035087
1655,2016-10-01,N Callan,483,41,79,122,0.08488612836438923,0.16356107660455488,0.2525879917184265
1656,2016-10-01,O Bosson,63,3,6,10,0.047619047619047616,0.09523809523809523,0.15873015873015872
1657,2016-10-01,O Doleuze,128,6,19,37,0.046875,0.1484375,0.2890625
1658,2016-10-01,S Clipperton,14,3,4,5,0.21428571428571427,0.2857142857142857,0.35714285714285715
1659,2016-10-01,T H So,337,11,23,44,0.032640949554896145,0.06824925816023739,0.13056379821958458
1660,2016-10-01,Z Purton,518,82,152,193,0.1583011583011583,0.29343629343629346,0.37258687258687256
1661,2016-10-05,B Prebble,439,48,96,135,0.10933940774487472,0.21867881548974943,0.30751708428246016
1662,2016-10-05,C Schofield,376,26,62,92,0.06914893617021277,0.16489361702127658,0.24468085106382978
1663,2016-10-05,C Y Ho,490,26,52,84,0.053061224489795916,0.10612244897959183,0.17142857142857143
1664,2016-10-05,D Whyte,484,35,90,131,0.07231404958677685,0.1859504132231405,0.2706611570247934
1665,2016-10-05,H N Wong,383,20,46,61,0.05221932114882506,0.12010443864229765,0.15926892950391644
1666,2016-10-05,H W Lai,368,15,37,52,0.04076086956521739,0.10054347826086957,0.14130434782608695
1667,2016-10-05,J Moreira,581,148,234,332,0.2547332185886403,0.4027538726333907,0.5714285714285714
1668,2016-10-05,K C Leung,502,26,53,97,0.05179282868525897,0.10557768924302789,0.19322709163346613
1669,2016-10-05,K C Ng,274,6,12,27,0.021897810218978103,0.043795620437956206,0.09854014598540146
1670,2016-10-05,K K Chiong,251,29,61,82,0.11553784860557768,0.24302788844621515,0.32669322709163345
1671,2016-10-05,K Teetan,501,40,84,124,0.07984031936127745,0.16766467065868262,0.24750499001996007
1672,2016-10-05,M Chadwick,316,11,36,52,0.03481012658227848,0.11392405063291139,0.16455696202531644
1673,2016-10-05,M L Yeung,518,34,60,99,0.06563706563706563,0.11583011583011583,0.19111969111969113
1674,2016-10-05,N Callan,487,41,79,124,0.08418891170431211,0.162217659137577,0.2546201232032854
1675,2016-10-05,O Bosson,65,3,6,11,0.046153846153846156,0.09230769230769231,0.16923076923076924
1676,2016-10-05,O Doleuze,133,6,19,37,0.045112781954887216,0.14285714285714285,0.2781954887218045
1677,2016-10-05,S Clipperton,19,3,4,5,0.15789473684210525,0.21052631578947367,0.2631578947368421
1678,2016-10-05,T H So,343,12,25,46,0.03498542274052478,0.0728862973760933,0.13411078717201166
1679,2016-10-05,Z Purton,524,82,152,193,0.15648854961832062,0.2900763358778626,0.3683206106870229
1680,2016-10-08,B Prebble,445,48,96,137,0.10786516853932585,0.2157303370786517,0.30786516853932583
1681,2016-10-08,C Schofield,381,26,62,93,0.06824146981627296,0.16272965879265092,0.2440944881889764
1682,2016-10-08,C Y Ho,493,26,52,84,0.05273833671399594,0.10547667342799188,0.17038539553752535
1683,2016-10-08,D Whyte,490,35,90,131,0.07142857142857142,0.1836734693877551,0.2673469387755102
1684,2016-10-08,H N Wong,387,20,46,61,0.05167958656330749,0.11886304909560723,0.15762273901808785
1685,2016-10-08,H T Mo,0,0,0,1,0.0,0.0,0.0
1686,2016-10-08,H W Lai,370,15,38,53,0.04054054054054054,0.10270270270270271,0.14324324324324325
1687,2016-10-08,J Moreira,588,149,236,334,0.2534013605442177,0.4013605442176871,0.5680272108843537
1688,2016-10-08,K C Leung,508,27,55,99,0.0531496062992126,0.10826771653543307,0.19488188976377951
1689,2016-10-08,K C Ng,276,6,12,27,0.021739130434782608,0.043478260869565216,0.09782608695652174
1690,2016-10-08,K K Chiong,255,30,62,83,0.11764705882352941,0.24313725490196078,0.3254901960784314
1691,2016-10-08,K Teetan,504,41,87,128,0.08134920634920635,0.17261904761904762,0.25396825396825395
1692,2016-10-08,M Chadwick,319,11,37,54,0.034482758620689655,0.11598746081504702,0.16927899686520376
1693,2016-10-08,M L Yeung,524,36,62,101,0.06870229007633588,0.1183206106870229,0.19274809160305342
1694,2016-10-08,N Callan,494,41,80,125,0.08299595141700405,0.16194331983805668,0.25303643724696356
1695,2016-10-08,N Rawiller,371,29,66,111,0.07816711590296496,0.1778975741239892,0.2991913746630728
1696,2016-10-08,O Bosson,69,3,6,11,0.043478260869565216,0.08695652173913043,0.15942028985507245
1697,2016-10-08,O Doleuze,136,6,19,37,0.04411764705882353,0.13970588235294118,0.27205882352941174
1698,2016-10-08,S Clipperton,24,3,4,5,0.125,0.16666666666666666,0.20833333333333334
1699,2016-10-08,T H So,347,12,25,46,0.0345821325648415,0.07204610951008646,0.13256484149855907
1700,2016-10-08,Y T Cheng,364,15,28,53,0.04120879120879121,0.07692307692307693,0.14560439560439561
1701,2016-10-08,Z Purton,528,83,153,195,0.1571969696969697,0.2897727272727273,0.3693181818181818
1702,2016-10-12,B Prebble,449,48,97,138,0.10690423162583519,0.21603563474387527,0.30734966592427615
1703,2016-10-12,C Schofield,386,26,62,93,0.06735751295336788,0.16062176165803108,0.24093264248704663
1704,2016-10-12,C Y Ho,498,26,52,84,0.05220883534136546,0.10441767068273092,0.1686746987951807
1705,2016-10-12,D Whyte,494,35,91,132,0.0708502024291498,0.18421052631578946,0.26720647773279355
1706,2016-10-12,H N Wong,391,20,46,61,0.05115089514066496,0.11764705882352941,0.15601023017902813
1707,2016-10-12,H W Lai,373,15,38,53,0.040214477211796246,0.10187667560321716,0.14209115281501342
1708,2016-10-12,J Moreira,595,152,239,337,0.25546218487394956,0.4016806722689076,0.5663865546218487
1709,2016-10-12,K C Leung,513,27,55,99,0.05263157894736842,0.10721247563352826,0.19298245614035087
1710,2016-10-12,K K Chiong,260,30,62,84,0.11538461538461539,0.23846153846153847,0.3230769230769231
1711,2016-10-12,K Teetan,510,41,87,128,0.0803921568627451,0.17058823529411765,0.25098039215686274
1712,2016-10-12,M Chadwick,324,11,37,55,0.033950617283950615,0.11419753086419752,0.1697530864197531
1713,2016-10-12,M L Yeung,528,36,62,102,0.06818181818181818,0.11742424242424243,0.19318181818181818
1714,2016-10-12,N Callan,498,42,81,126,0.08433734939759036,0.16265060240963855,0.25301204819277107
1715,2016-10-12,N Rawiller,376,29,66,111,0.07712765957446809,0.17553191489361702,0.29521276595744683
1716,2016-10-12,O Bosson,72,3,6,11,0.041666666666666664,0.08333333333333333,0.1527777777777778
1717,2016-10-12,O Doleuze,139,6,19,37,0.04316546762589928,0.1366906474820144,0.26618705035971224
1718,2016-10-12,S Clipperton,27,3,4,5,0.1111111111111111,0.14814814814814814,0.18518518518518517
1719,2016-10-12,Y T Cheng,365,15,28,53,0.0410958904109589,0.07671232876712329,0.14520547945205478
1720,2016-10-12,Z Purton,533,83,155,198,0.15572232645403378,0.29080675422138835,0.3714821763602251
1721,2016-10-23,B Prebble,452,48,97,138,0.10619469026548672,0.21460176991150443,0.3053097345132743
1722,2016-10-23,C Schofield,389,26,62,93,0.06683804627249357,0.15938303341902313,0.2390745501285347
1723,2016-10-23,C Y Ho,499,26,52,84,0.052104208416833664,0.10420841683366733,0.1683366733466934
1724,2016-10-23,D Whyte,498,35,91,132,0.07028112449799197,0.1827309236947791,0.26506024096385544
1725,2016-10-23,H N Wong,394,20,46,63,0.050761421319796954,0.116751269035533,0.1598984771573604
1726,2016-10-23,H T Mo,3,0,0,2,0.0,0.0,0.6666666666666666
1727,2016-10-23,H W Lai,376,15,38,53,0.0398936170212766,0.10106382978723404,0.14095744680851063
1728,2016-10-23,J Moreira,599,152,240,338,0.25375626043405675,0.4006677796327212,0.5642737896494157
1729,2016-10-23,K C Leung,516,27,55,99,0.05232558139534884,0.1065891472868217,0.19186046511627908
1730,2016-10-23,K K Chiong,264,30,62,84,0.11363636363636363,0.23484848484848486,0.3181818181818182
1731,2016-10-23,K Teetan,511,41,88,129,0.08023483365949119,0.17221135029354206,0.25244618395303325
1732,2016-10-23,N Callan,500,44,84,129,0.088,0.168,0.258
1733,2016-10-23,N Rawiller,377,30,67,112,0.07957559681697612,0.17771883289124668,0.29708222811671087
1734,2016-10-23,O Bosson,74,3,6,11,0.04054054054054054,0.08108108108108109,0.14864864864864866
1735,2016-10-23,O Doleuze,142,6,20,38,0.04225352112676056,0.14084507042253522,0.2676056338028169
1736,2016-10-23,S Clipperton,28,3,4,5,0.10714285714285714,0.14285714285714285,0.17857142857142858
1737,2016-10-23,S de Sousa,93,13,19,24,0.13978494623655913,0.20430107526881722,0.25806451612903225
1738,2016-10-23,Z Purton,536,84,156,199,0.15671641791044777,0.291044776119403,0.3712686567164179
1739,2016-10-26,C Schofield,393,26,62,93,0.06615776081424936,0.15776081424936386,0.2366412213740458
1740,2016-10-26,C Y Ho,503,26,52,84,0.05168986083499006,0.10337972166998012,0.16699801192842942
1741,2016-10-26,D Whyte,502,35,91,132,0.0697211155378486,0.18127490039840638,0.26294820717131473
1742,2016-10-26,H N Wong,397,20,46,64,0.05037783375314862,0.11586901763224182,0.16120906801007556
1743,2016-10-26,H W Lai,378,15,38,53,0.03968253968253968,0.10052910052910052,0.1402116402116402
1744,2016-10-26,J Moreira,603,152,241,340,0.25207296849087896,0.3996683250414594,0.5638474295190713
1745,2016-10-26,K K Chiong,268,31,63,85,0.11567164179104478,0.23507462686567165,0.31716417910447764
1746,2016-10-26,K Teetan,514,41,88,129,0.07976653696498054,0.17120622568093385,0.2509727626459144
1747,2016-10-26,N Callan,503,44,84,129,0.0874751491053678,0.16699801192842942,0.25646123260437376
1748,2016-10-26,N Rawiller,381,30,67,112,0.07874015748031496,0.17585301837270342,0.29396325459317585
1749,2016-10-26,O Bosson,75,3,6,11,0.04,0.08,0.14666666666666667
1750,2016-10-26,O Doleuze,144,6,21,40,0.041666666666666664,0.14583333333333334,0.2777777777777778
1751,2016-10-26,S Clipperton,32,4,6,7,0.125,0.1875,0.21875
1752,2016-10-26,S de Sousa,97,14,20,25,0.14432989690721648,0.20618556701030927,0.25773195876288657
1753,2016-10-26,Z Purton,540,84,156,199,0.15555555555555556,0.28888888888888886,0.3685185185185185
1754,2016-10-30,B Prebble,454,48,98,139,0.10572687224669604,0.21585903083700442,0.30616740088105726
1755,2016-10-30,C Schofield,395,26,62,94,0.06582278481012659,0.1569620253164557,0.2379746835443038
1756,2016-10-30,C Y Ho,504,26,52,84,0.051587301587301584,0.10317460317460317,0.16666666666666666
